prequal_id,checkout_id,prequal_date,completed_prequal,approved,assignment_date,group
409d7d8c-838e-4276-a822-63ac5ca7143c,,2019-06-24,1,1,,control
40e9d942-de44-45cf-b7fa-c07bc8650631,,2019-06-20,0,0,2019-06-20,experiment
3b839c9c-d55c-482a-9aab-6b5385c0b037,,2019-06-18,0,0,2019-06-18,experiment
3bcf54d6-3c18-47ac-962d-1f5977f44b26,,2019-06-18,0,0,2019-06-18,experiment
3f52c6b2-2d28-4965-9c70-063ce1a2c267,,2019-06-24,1,0,,control
3ff6fef8-cb14-4c62-b78e-c15d26c7d4fb,,2019-06-20,1,0,,control
3a023752-c849-46b8-8449-81e333d3ea0a,2c93cad1-deb6-4bf1-998c-c9f62a61c876,2019-06-29,1,1,,control
3a065265-4c75-487e-9953-212576b322c6,,2019-06-20,0,0,,control
3a243a0c-64b7-42b9-ba33-063fa2df117a,2cac0d9c-48c0-457e-a312-b3a991fe717b,2019-06-28,1,1,,control
3a4145b7-13b6-47e6-b8f8-ada743db7ae2,,2019-06-29,1,0,,control
3a7847a5-3e5c-4d55-a39b-486959e27c23,,2019-06-22,0,0,,control
3aa7e6de-c86b-444e-8dec-7878235a0a05,,2019-06-21,0,0,,control
3cc3e72b-6b7f-4b3a-9174-8f7a29129aef,,2019-06-22,0,0,2019-06-22,experiment
3d0869c5-f8a6-422f-af33-a55b44b5fc66,,2019-06-21,1,1,2019-06-21,experiment
3d1b5b7c-1def-4f23-bb6d-709a92dd2cf4,,2019-06-29,0,0,,control
3d29a665-ed33-4eb2-99c1-9df5fbde8c82,2992ab07-50e7-4dbb-a5bf-0ef9ef7228b7,2019-06-30,1,1,,control
3d431d91-189a-4d7c-89ef-685b260c9244,,2019-06-22,0,0,2019-06-22,experiment
3d55a69c-038d-46ea-91bc-c05962947f28,,2019-06-30,0,0,2019-06-30,experiment
3d94f852-122e-4f84-b4a8-fc05367c0a88,,2019-06-29,0,0,2019-06-29,experiment
2b025959-2298-48a4-906b-37889c3f4e3d,7bf6a49f-28bf-4772-baea-1905b564b5c0,2019-06-23,1,1,,control
2b6d1bee-96e8-418e-8710-8067f735703d,,2019-06-19,0,0,2019-06-19,experiment
2b79b5a2-f360-4b40-af82-c3860a07ba71,8dd0b3a0-53dc-46a1-a438-4c861f0acb2c,2019-06-25,1,1,2019-06-25,experiment
2be061dc-b3fd-4eff-9af3-7d5db98e12e4,,2019-06-20,0,0,2019-06-20,experiment
39515726-2d47-4918-a395-cd623948a602,,2019-06-27,0,0,2019-06-27,experiment
396be31d-3730-422c-a5b7-d429351f818b,,2019-06-16,0,0,,control
39716485-09dd-4cae-9bcc-bcf066c8ba11,,2019-06-28,0,0,2019-06-28,experiment
42fd224d-3903-489c-a42c-ab8bdf9a5b2d,,2019-06-23,0,0,,control
431a6873-3364-46eb-a4ac-42835dae784f,,2019-06-29,0,0,,control
380321d3-f0ee-44f3-b380-36a4016d8807,,2019-06-26,1,0,2019-06-26,experiment
384bff26-94fb-4dd8-8480-b611128c39f3,,2019-06-17,0,0,,control
385294bf-a58f-4047-902d-3095ea6f5cda,0d30051e-ea43-47a0-b413-535e265ccfd4,2019-06-23,1,1,2019-06-23,experiment
450c6d69-8072-4b4d-ba42-288790d171d0,,2019-06-29,1,1,,control
452f73b0-4dc0-461e-aa45-8aa9c02d8452,dcc15945-2ad0-431b-ba55-9942ee492d79,2019-06-26,1,1,,control
454d2519-c0a9-4cf3-9ec6-a14a4573d00d,,2019-06-24,0,0,,control
45e9588f-1f07-4b8e-acd9-d941da60ab30,,2019-06-30,0,0,,control
3c477eed-0fa4-45fe-be7e-eb358fa84316,e6c05efe-f7cc-408d-abfd-a004151824cb,2019-06-23,1,1,2019-06-23,experiment
3c52350a-a55b-4f45-a987-ca7b46d94721,,2019-06-23,1,0,2019-06-23,experiment
3cdf4d39-e3a4-403f-b1ab-3a32fe4e9941,,2019-06-23,1,0,2019-06-23,experiment
3d325740-0b92-4074-82b8-1a87e49278ed,,2019-06-24,1,0,,control
285b74f8-51a8-4457-91d3-0395ef940ad4,,2019-06-25,0,0,,control
292ba9a5-e42c-4b88-9ed3-8644cefee055,,2019-06-20,0,0,,control
29323c1f-e3bb-4773-9afa-a0a80b4116cd,,2019-06-20,0,0,,control
436375e2-84a7-4975-a973-e3ff552e7c5b,,2019-06-23,0,0,,control
43a26b37-88a3-4523-b754-b99a273f7641,,2019-06-28,0,0,2019-06-28,experiment
4416cb8d-7506-47e0-8e90-29b51e704630,,2019-06-21,0,0,2019-06-21,experiment
41878a62-d289-445f-9e96-ded468655879,,2019-06-20,0,0,,control
41e666e3-1cc3-4c50-bc18-40fc45272195,,2019-06-28,0,0,2019-06-28,experiment
426811be-ba28-4813-bccb-acf2331ca7ca,5b6eab1a-e855-4b5e-8e65-df18b7a13c6e,2019-06-29,1,1,2019-06-29,experiment
42d632b5-3103-4ff4-8b21-ec3f86ab27cd,,2019-06-23,0,0,2019-06-23,experiment
43195d4d-7c49-44b4-8279-5f1b974e51ea,,2019-06-30,1,0,,control
3b9b6524-c2fd-483b-b836-1128e4096eb3,28eaea73-c6d2-4001-9e74-d0619811d138,2019-06-21,1,1,2019-06-21,experiment
3bdc528b-fe06-4a6b-87ac-471a4670ef2c,,2019-06-27,0,0,2019-06-27,experiment
3beeee93-bb39-4719-b719-7ff4d26486a8,,2019-06-23,0,0,,control
3c083187-24b0-4203-b8da-435adbe4dbfb,a3fe9289-d409-4528-a09d-f2631bcabf65,2019-06-19,1,1,,control
3c1a8450-f51e-4092-b988-26ed2cabfbb3,,2019-06-29,0,0,2019-06-29,experiment
3c1eecf6-4975-41a5-975c-9ae2967e7601,90e86ced-6122-4f44-b4fe-214f8ca4ea45,2019-06-18,1,1,,control
3a9f49c1-ccd7-496d-b46c-ac284dd20af1,,2019-06-18,0,0,,control
44c5e0db-a1cf-4f41-b083-7740a8d02b20,,2019-06-19,1,1,2019-06-19,experiment
452f5672-3c3b-4df4-8634-41a9743364ae,,2019-06-28,1,1,,control
4576b392-684b-42f1-b4d8-6a3bda35deb2,,2019-06-19,0,0,,control
49d08723-6234-439c-8ebe-66793a23d087,,2019-06-30,0,0,,control
49eb9f51-7076-418f-bad8-48694a8b8114,ab58357e-5dfd-4827-8cb9-768599beaf67,2019-06-19,1,1,2019-06-19,experiment
4a01daaa-9d0e-47b6-8b9a-cbb7cafaf007,2b944414-e578-43e6-aa1d-517891714c4f,2019-06-23,1,1,2019-06-23,experiment
4aad8d3a-1509-477e-a941-bc0dbb316633,,2019-06-29,0,0,,control
4177dcb4-34bd-4730-bdd0-4d88f6458459,,2019-06-26,1,0,,control
4193c9f1-605a-4a6b-abc1-e91e8d1471dc,,2019-06-22,0,0,,control
42408e89-11a4-42a2-b05f-22b29e46d534,,2019-06-30,1,0,2019-06-30,experiment
426152ae-f04c-426c-afa3-c1e5c295fb5d,,2019-06-28,0,0,,control
28ee2696-a664-4792-be87-6efb8031700e,,2019-06-17,1,1,,control
29e8416b-5c9b-45a6-a74f-ea0e8699c118,,2019-06-23,0,0,,control
40325813-042c-4e8d-b165-03d636719798,,2019-06-18,0,0,,control
406005a7-1069-4896-8d6c-13dcabfad5ae,db516065-bddb-4be7-a2f8-5387f7c32fed,2019-06-18,1,1,,control
40651c94-d625-4c56-8d5b-fb7fa6014c7b,,2019-06-18,0,0,,control
411f4f92-5d14-48e3-9caf-506d75de5813,,2019-06-19,0,0,2019-06-19,experiment
4148cf84-0011-4241-92c1-f2a902ab3820,00a8ebec-111f-4e03-b97a-7279745f1f50,2019-06-29,1,1,2019-06-29,experiment
414e8eb7-74f8-4a28-a06a-bcde87e7ca9c,,2019-06-21,1,0,,control
3f4e0e45-830d-4dc5-bb0c-b676263a17bf,,2019-06-26,0,0,,control
3b4c1c01-fa2e-4ccf-9e3e-e8b1b282a418,,2019-06-22,0,0,2019-06-22,experiment
3b97fb71-ca92-4517-b937-231ab8b2b46e,047f302e-d2b0-4657-8715-b882d6d73a31,2019-06-17,1,1,,control
3bbb4f00-4ed3-4f82-aa93-392d6f3fb5a2,,2019-06-30,0,0,,control
44032732-2246-433d-a28b-4a4a7c2bb764,,2019-06-26,0,0,,control
44d0afc6-204d-4fd6-be15-1764ca44f88b,,2019-06-23,0,0,,control
453be164-f6ed-4c00-9b46-6f4f410e9228,,2019-06-17,0,0,,control
4718b9f1-c7e4-4ff5-9ebe-e0a16f5444ba,,2019-06-22,0,0,,control
47855b71-4112-47ed-bece-684890ec94e1,ce4b3418-ccaf-409e-b305-4992d3a956e1,2019-06-28,1,1,2019-06-28,experiment
3df6d72f-38d0-4956-935f-f8a3449e1ece,,2019-06-29,0,0,,control
3c007754-381a-4ec5-8f01-474804e9c15c,,2019-06-24,0,0,,control
3c427de7-cf13-4653-8e57-1a18095c9443,b52def58-5012-4ca1-86d4-b1523bf37a85,2019-06-24,1,1,,control
3c6a9e07-c7df-4442-9b5b-183aa0bb335b,,2019-06-16,0,0,2019-06-16,experiment
3c79c284-f934-4d8d-95e5-6db793f9b437,fc5d3ff4-c879-488a-b7ff-b90015bb5737,2019-06-26,1,1,,control
25374cdb-de33-4d7f-a83c-c9b3f6db50b5,,2019-06-20,1,1,,control
2574c941-7545-4485-8e16-1ff407e1b380,,2019-06-23,0,0,,control
259a59e2-9c18-4bbd-aec0-596ee32ff71f,8fa3a5a2-bfdc-4615-ab74-432acef84141,2019-06-23,1,1,2019-06-23,experiment
25ac4db0-bb47-4d5f-a32a-30307f5a7cc6,,2019-06-17,0,0,,control
3bfb8589-b40c-4e3b-ba25-304adf63e388,0b82d674-a5eb-41a0-96fa-522562512b8a,2019-06-19,1,1,,control
4463f8b4-bfbe-47ae-b2a1-66c718340c5b,,2019-06-30,0,0,,control
4548d0dc-450e-45ee-9846-1b88a63b1ed5,,2019-06-27,1,1,,control
3aed9090-39aa-4235-bdea-246db38af075,,2019-06-28,0,0,2019-06-28,experiment
3b1ef0fb-0587-4805-bbf5-567b7d062804,2ed8129a-09d3-4b22-befc-dd05381866fc,2019-06-26,1,1,,control
42e5bf96-ad8a-404d-af30-3e96ce888429,f6d7d551-74f8-48d2-9724-c5dc9d300e30,2019-06-18,1,1,,control
4355fcf7-8522-4046-91b3-657f65494df0,,2019-06-28,0,0,2019-06-28,experiment
43ecc65b-0598-49bb-a88a-a205a40dd5ab,,2019-06-18,1,1,,control
447277ec-cdfa-4c04-9d1e-483053fd8c3a,,2019-06-27,0,0,,control
449368d4-a43a-46a1-bc19-eef7f29b7c3b,,2019-06-17,1,0,2019-06-17,experiment
45f9df85-cafc-43c9-9198-c3e87860336a,,2019-06-17,1,1,2019-06-17,experiment
46ca4725-193c-48a3-909f-622da65f2574,,2019-06-23,1,1,2019-06-23,experiment
46fc9246-f66d-4b47-b4a7-0b3402ae949c,bc59d372-6c65-4adc-874d-73552f391e2f,2019-06-27,1,1,2019-06-27,experiment
3b117be6-564c-4d0b-9db3-8d7491c130c5,,2019-06-27,0,0,,control
3b61dfaa-d813-437e-b183-ae686f0d62b8,,2019-06-27,1,0,2019-06-27,experiment
2f8c16be-bb5f-4801-88ef-2f3654bfc8f9,deec621e-9cf2-4506-8465-54e332437bde,2019-06-28,1,1,2019-06-28,experiment
303dfaf5-9856-4740-abc2-efeed1f59d6f,9062b989-afd7-40f8-af2c-66ef3eb74b1a,2019-06-24,1,1,2019-06-24,experiment
397224ec-50b9-4d6b-90a3-bbebcfc25576,,2019-06-17,1,1,2019-06-17,experiment
4b4b7636-71fe-48a0-aa13-ce1e3703549d,,2019-06-30,0,0,2019-06-30,experiment
4bcfa11f-a692-4b36-9533-6e0ee0904027,,2019-06-20,0,0,,control
4c3e0821-2e3a-45d4-8a20-7fb9bbbb92f5,938283ce-21d1-423e-a172-05d6cf1f7550,2019-06-30,1,1,2019-06-30,experiment
43b2b3f7-bd4e-48fc-ad32-a8899d8b8328,,2019-06-19,0,0,,control
4193f5f4-4b6e-4514-a24a-eb16c39db1c3,9cb31a6c-120f-4ba7-b120-e593e2566b0e,2019-06-23,1,1,,control
41ec6a44-3cb7-4bdf-9fc0-20d57e40491e,,2019-06-20,0,0,,control
42322b38-98ec-4172-8cd7-fdecbb9c7103,,2019-06-25,0,0,,control
42985dec-af11-430b-bbe8-b42f2a0f87eb,649d42ff-224f-4efc-85c5-aff061bf1962,2019-06-20,1,1,2019-06-20,experiment
400ff1ba-d196-4469-87d8-4dacce9f0323,3cbeb5fa-2d73-430c-8d98-8f1d66e46e41,2019-06-30,1,1,2019-06-30,experiment
40100401-6a3f-4b36-a7dd-aac9c6000aa6,,2019-06-20,0,0,2019-06-20,experiment
409754a5-5ea6-49ac-9e9a-195569d5a049,,2019-06-20,0,0,2019-06-20,experiment
456c32e5-4d17-41d9-bf03-19c8ef27500e,,2019-06-22,1,0,,control
46661e66-7c9e-44af-afdb-65df7f6161ba,aee58773-b8bf-4301-8a4a-ff8652881ec2,2019-06-25,1,1,,control
469eb3ad-e1fa-46c1-a610-6932144e73f0,,2019-06-18,0,0,2019-06-18,experiment
3ce9abb4-d7fe-4249-85ac-e37cc8be7d08,,2019-06-21,0,0,,control
3d5c42cc-42f0-4221-8217-5f77903e719d,,2019-06-28,1,1,,control
3dbc5d31-4fcb-49a3-876d-e5db6f769a25,,2019-06-20,0,0,2019-06-20,experiment
3dfd26d9-978d-4289-904d-180bd4da7dc4,,2019-06-22,1,1,,control
486cc43b-59e5-4523-bbad-4cfbfd272d8a,,2019-06-22,0,0,,control
3b78634c-bdd0-4160-9439-bfe093d76138,,2019-06-25,1,0,,control
3ba2fb90-448f-42ea-a4af-4212b2b7ad9d,02bdf39a-0ca2-4087-a135-8cce10673646,2019-06-28,1,1,2019-06-28,experiment
3f5f648c-62b6-412f-815c-77a0058ca537,,2019-06-19,0,0,,control
3f8bdc7e-6050-45fb-8332-9f7fa5bd38d4,,2019-06-26,1,0,2019-06-26,experiment
45db3a54-7402-48ea-82c3-8058266c7478,,2019-06-17,0,0,2019-06-17,experiment
46214f05-a5c1-44b2-aa5e-dac64fd538e1,,2019-06-24,0,0,,control
46379a5e-6fbe-41fb-b845-c5f68f6e4aec,,2019-06-28,1,0,,control
4483ac62-f294-4236-8150-8d63313d8502,,2019-06-27,1,0,,control
450e6ceb-1489-438c-8596-be7dd374f5d0,,2019-06-24,0,0,,control
456c151a-92ba-4a26-b714-a98ca4d9bd2a,50640c39-364b-46dc-a79b-1567a50700b2,2019-06-16,1,1,,control
45e6c259-38dd-43bd-a457-a7f096a22cce,,2019-06-18,0,0,2019-06-18,experiment
431505cb-691c-4217-bc25-c92612666e5e,,2019-06-18,0,0,2019-06-18,experiment
438cc2fc-56d8-45bf-9ce1-17529feafbd4,fdf17e69-088e-41b9-82c3-6234bd288bc4,2019-06-25,1,1,,control
477102c8-b986-4b7f-984c-46cdf5c1a7d9,,2019-06-24,0,0,,control
477199a9-7974-45ed-9685-972e6b9aaf30,,2019-06-30,0,0,2019-06-30,experiment
488dadb2-26f7-47b1-b812-8785bfbcbd8b,,2019-06-28,0,0,2019-06-28,experiment
2a532eb0-193d-475d-896e-41049454eb19,,2019-06-23,0,0,,control
2a753055-a70d-4862-839b-8e2a16fb33a6,,2019-06-19,0,0,2019-06-19,experiment
2ad0498c-a9de-4ca3-bfca-787d5a66f7c3,,2019-06-30,1,0,,control
2ae8798e-c703-4512-bc0b-5816c9a1ed9c,46b4d5c0-8b5f-49ae-88cb-7506ef937a37,2019-06-27,1,1,,control
2b0310ad-f014-4eab-9cce-8d2ca49dcc13,,2019-06-27,0,0,2019-06-27,experiment
44742f19-8e1d-4ed4-827a-b7f61e1644ba,,2019-06-18,0,0,,control
44824d36-ed12-49a7-93fe-94cb964806a2,,2019-06-20,1,0,,control
44af1615-7d5a-43d3-a94e-1ed7f6e20301,5141378e-dc5d-40d8-896f-c8ef6f8f4e2e,2019-06-29,1,1,2019-06-29,experiment
43038c87-2707-4e3b-872e-7c5f36acf222,,2019-06-21,1,0,,control
43233620-72c5-4ddf-9f69-25976671fe49,,2019-06-26,1,1,2019-06-26,experiment
44135b08-dc04-40b7-81ea-aac46cfe9575,,2019-06-22,0,0,2019-06-22,experiment
4415c715-c8dc-430e-8037-d7b8207392ee,,2019-06-18,0,0,2019-06-18,experiment
4421e153-f228-45b2-b87b-39b8fdb0ea89,,2019-06-23,0,0,,control
3cad99c8-1ee6-4b98-afab-430de4ebdd60,,2019-06-16,1,0,,control
3cb6446f-1b71-4d03-ad02-8a9c80d8d9f9,41d92d03-9a6f-4551-9ccd-7ea1366001a9,2019-06-30,1,1,2019-06-30,experiment
3d17a473-1324-4b65-b7cd-60a7dfb50d0f,cf7d869e-c627-4b41-9317-aec0334ebfbc,2019-06-24,1,1,,control
3d4dbdb0-cf4a-4f69-a796-b039e9591698,,2019-06-19,1,1,2019-06-19,experiment
3d8f60c3-3ba6-47b3-82cd-4b771bee90df,,2019-06-22,1,0,2019-06-22,experiment
410a742e-3396-4e5b-b770-fc1d8b5f1fe8,,2019-06-26,1,0,2019-06-26,experiment
415f800c-b0ea-4b90-b373-1e93a6923795,,2019-06-17,0,0,,control
41987ce9-75d9-49f1-b43c-a07be19adbd1,f9306eca-5356-464a-a590-31897e8611b2,2019-06-25,1,1,,control
41ba0677-4d0c-400f-9cf2-a56d3e808538,,2019-06-19,0,0,,control
3cd613df-3536-402c-8880-ad7b96a2a3e4,,2019-06-22,0,0,,control
3d5d002f-d425-4dcc-91e8-f171a8e42923,00a024cf-f09a-47d9-9291-2404edc92df6,2019-06-22,1,1,2019-06-22,experiment
3db46723-66b4-48ae-82ae-d6c467d43e94,,2019-06-16,1,0,2019-06-16,experiment
4721c452-cc61-4723-9622-32b5a8acd2d4,,2019-06-20,0,0,2019-06-20,experiment
47318ba4-e93a-4a61-9488-49ba906b6db4,,2019-06-21,0,0,2019-06-21,experiment
494a9104-ecc8-422a-8452-1a1a88a4cc6c,,2019-06-23,0,0,,control
49efa28f-b18a-4f26-b189-eebf064bd720,,2019-06-30,1,0,,control
4a754588-4008-4a30-902d-be567c77972c,,2019-06-23,1,1,,control
404eac52-b4f2-499e-bd34-21183e9e56a7,,2019-06-19,0,0,2019-06-19,experiment
406884cc-6216-4446-b4c0-d5ab7c86a690,,2019-06-25,0,0,2019-06-25,experiment
40751537-8141-4ff5-9a8f-e47b49c42897,,2019-06-19,0,0,2019-06-19,experiment
410ed5d5-35d0-480a-b764-64c5124b62c7,,2019-06-18,1,0,,control
474aef00-6ae6-4432-b9f0-f49f748361f2,,2019-06-19,1,1,,control
47ca5be7-f91b-4424-bbe0-6304a9189215,,2019-06-20,0,0,2019-06-20,experiment
47e9936d-986b-44fd-9e1d-d0fe4dc02b66,,2019-06-18,1,1,2019-06-18,experiment
457513c3-a3fb-4488-8430-7e59eadd7bee,ff2d609e-03fa-4063-8325-de48b469bfa9,2019-06-25,1,1,,control
45ef4765-e767-4cfb-8854-9f7f160a8af8,,2019-06-25,1,1,2019-06-25,experiment
45f9f919-d300-493e-b3a7-6f2cb13252e5,f85f1a79-a012-4451-9184-d6257b2aa132,2019-06-28,1,1,2019-06-28,experiment
461f9879-e824-449b-9646-3fe57a98dc85,,2019-06-29,1,1,2019-06-29,experiment
46d78269-3e9c-4f6b-a9b4-9aaa8c9968dd,,2019-06-16,1,0,,control
47013683-3286-4cef-935b-e80ee901c800,4cf4f989-d2c8-4174-86b5-d55bd4266843,2019-06-17,1,1,,control
470c3317-0f82-411f-9dd9-e6df2d8fc93f,,2019-06-23,0,0,2019-06-23,experiment
471eaf8e-4918-4de2-8a86-edf1ea9f1dbd,,2019-06-22,0,0,,control
47f84f44-b233-425d-8a29-59f927f4fe72,,2019-06-28,0,0,2019-06-28,experiment
47fb854f-3dcb-49a0-90ce-9b55428fd3df,,2019-06-26,0,0,2019-06-26,experiment
31ca7ae0-c431-4213-9874-1d1a9a3b737a,,2019-06-23,1,0,2019-06-23,experiment
31fdf4d9-a5c8-452b-8d9b-9819f56eb514,,2019-06-27,1,0,,control
3208d48b-691b-43d9-a8ef-ab4ec3d3a866,,2019-06-17,0,0,2019-06-17,experiment
3225076f-45c9-4c07-abcb-7c5ad2dc2517,d1e45047-aab2-41d3-8049-3564dc8c4fe7,2019-06-29,1,1,2019-06-29,experiment
323b1de4-1644-4c9f-8527-657311e00862,,2019-06-23,1,0,2019-06-23,experiment
324908c2-4f2f-4bea-bad1-1081ed68abf8,,2019-06-19,0,0,2019-06-19,experiment
32b376be-905e-4bb3-9167-14dae80a61be,,2019-06-19,0,0,2019-06-19,experiment
32edb560-b8ff-4806-9d01-7b6d64320a37,bd21cb02-4121-4730-8d2e-9a7905fdf76c,2019-06-19,1,1,2019-06-19,experiment
48ed9d3e-d4d1-4a31-830f-29e3de61806f,,2019-06-26,0,0,,control
4913ee26-ce3e-4259-9e50-54528dc75a29,,2019-06-28,0,0,,control
4dd60e60-829b-4ec4-ae7f-79896ee8e887,33c44bc4-fdb7-404d-9c89-42e10192f8af,2019-06-26,1,1,,control
4e05c4de-8158-4575-9676-3d053400b7e2,,2019-06-26,0,0,,control
4e1833fa-b0f6-473e-adea-ee4b5a9918a2,,2019-06-24,0,0,2019-06-24,experiment
4e41ffab-c2fa-42b1-b259-7f4b980bf901,a9888f9f-d038-4185-8350-1f5dc4132a56,2019-06-24,1,1,2019-06-24,experiment
4e4adeae-5bbe-41d2-9671-905cbf6adcc0,,2019-06-30,1,1,2019-06-30,experiment
460a9f92-7593-42a7-955b-52a3e7fb8e29,f040e5bb-0a83-4c60-b17f-0b4e35fd0e13,2019-06-21,1,1,,control
44548b2d-71ad-40af-90c0-7166337b7a52,,2019-06-24,0,0,,control
44600db0-1bc1-4080-b83a-4f2929ef4007,,2019-06-30,1,0,,control
449a44e2-c05c-4e21-8b59-30043218f610,,2019-06-22,1,0,2019-06-22,experiment
449a76a6-f30b-4478-aeb3-318484718a61,ea794e32-16f5-460d-b09d-3142725ebcdc,2019-06-22,1,1,,control
4537b843-091e-427c-b2ae-7f6d2d1d6690,,2019-06-17,1,1,,control
454410a9-535f-4261-b483-9b8b4af7ecd0,,2019-06-30,1,0,,control
43212b7e-2940-4db0-9b92-041e9f649e13,,2019-06-29,1,0,,control
43512258-96b4-4e48-8dbe-48e1196c3922,,2019-06-30,0,0,,control
47f0d0ec-bb01-466e-b7f9-7197a958422e,,2019-06-29,1,1,2019-06-29,experiment
47f83415-98e6-40c0-9b80-69bf9af1bb02,68d61a0d-1489-48d5-b45f-e653f6f1a368,2019-06-26,1,1,2019-06-26,experiment
4871411e-886f-4966-9398-3d32ffa1a7a3,,2019-06-20,1,0,2019-06-20,experiment
48cdc1a3-8277-4a43-ad71-a1d4f65f54e1,,2019-06-28,0,0,,control
2bc09700-4e47-4aa7-9e78-f1827197a5b9,,2019-06-21,0,0,2019-06-21,experiment
2bd31fcf-9fc8-43c9-bac4-6dab40317f63,cd7f68cd-a763-4a16-8ac9-d9b3fafa2e70,2019-06-21,1,1,2019-06-21,experiment
2c1304d8-bab9-4167-91ba-1984164ea33d,,2019-06-25,0,0,2019-06-25,experiment
2c1d1c4c-68d7-4694-9f12-fc838abc5782,,2019-06-19,1,0,2019-06-19,experiment
2cd42de1-76a5-4eec-96f2-4abfd23be698,,2019-06-26,1,1,2019-06-26,experiment
31d59fc1-c09e-480a-9113-b91d57e8e51b,14362af2-fd33-40a1-b86d-9bef47aecb9b,2019-06-21,1,1,,control
31def64e-cf03-41d6-9183-9e55f586bf89,,2019-06-23,0,0,,control
41d90cef-a630-4086-9c71-f9b89cb8ab1b,,2019-06-16,0,0,2019-06-16,experiment
421aa559-41fd-44d8-97f7-bc47c8ff545a,,2019-06-22,0,0,,control
42396559-f7f1-45e0-80fb-4b5ca983a7a6,,2019-06-27,1,0,,control
42507798-d615-4aed-8110-138cbe56909c,,2019-06-30,0,0,2019-06-30,experiment
428869f7-9858-4375-95b0-42d7dc102808,,2019-06-24,1,1,2019-06-24,experiment
489ee190-5e3f-4f69-87da-9cb3bfb846cf,f904b2ef-457b-4302-a760-e2d97ac2ad92,2019-06-18,1,1,2019-06-18,experiment
48eea339-969d-4ee7-914f-837ab99fef54,941183a0-4c1e-4d9f-984d-83619bfb674e,2019-06-28,1,1,2019-06-28,experiment
491655a5-9b7d-442b-89e7-c01a7b567156,,2019-06-29,1,1,,control
2d17baac-9d41-44c3-90af-a748e9492f7d,,2019-06-20,1,0,,control
2d337a7c-71df-42d5-841d-61f1824f78a8,,2019-06-29,0,0,2019-06-29,experiment
2d5868a3-3d57-48ee-8a9f-05eddb5ba352,,2019-06-17,0,0,,control
2d620aac-0346-413b-8240-4845656d3cc8,,2019-06-16,0,0,,control
2d794cc7-1952-4713-a22c-08a177f4ebc3,,2019-06-27,0,0,,control
47a08a65-9817-44ed-a9f9-257f499d2bff,,2019-06-25,1,0,,control
2967acac-9e12-4e02-953d-ea11f0e698b6,,2019-06-17,0,0,2019-06-17,experiment
2975334f-dad6-4623-84ed-a94cdb453bca,644714d3-dbed-44f9-92d1-a24c52f34016,2019-06-22,1,1,,control
29c357db-f59c-4491-99d1-70116bfd3ce0,,2019-06-21,1,0,,control
29e062a1-de09-4eb8-a433-34e11d934d9c,,2019-06-27,0,0,,control
2a2acc2c-68b8-46d6-9572-68ba54596c3f,,2019-06-30,1,0,,control
2a34fd8e-4750-49fd-9238-974e20519c69,,2019-06-30,0,0,,control
4857d396-7110-46c2-a34d-0585b4371e5e,,2019-06-27,0,0,2019-06-27,experiment
485ca1f6-e819-4328-a427-abbbb04f7439,,2019-06-25,0,0,,control
48e65a80-87b8-463e-ada4-a8deaee36b13,,2019-06-26,0,0,,control
4a04186f-de56-41e5-8298-44b2ded6c1a9,,2019-06-24,1,0,,control
4a21b04f-e788-4513-8573-705887df561f,,2019-06-26,1,0,2019-06-26,experiment
4a676a28-a2b2-45c7-86c7-6e1db04ca0b8,73141f5d-3ff3-4628-9a30-2398bc85e954,2019-06-17,1,1,,control
4a9eabd5-247c-4793-abc4-11d761155d47,,2019-06-24,1,1,,control
4ab51b1a-7e2e-4bda-bcef-cfde4313d9c6,a36f9035-3ce5-4b39-ad5c-617342f416bd,2019-06-29,1,1,,control
4abd210d-d0e4-4a14-a27e-cefd03083d64,,2019-06-25,1,0,2019-06-25,experiment
4b189b1d-ecd4-409b-8064-a30cc465bad7,ecdec160-9ef4-4d74-8de3-50398b3e9378,2019-06-18,1,1,,control
2a870bea-b5bb-4ff4-8fad-9ef2fa4e94c3,,2019-06-21,0,0,2019-06-21,experiment
2a90d595-c784-41ad-ba6a-397eb996c214,,2019-06-19,0,0,,control
26576e9b-88a8-4967-8f70-38fcaf07f2c7,,2019-06-17,1,0,2019-06-17,experiment
268f077a-1c7c-4a3f-9a99-343b15f0ef20,84f484ad-64e1-41f9-a436-0cd4a3083449,2019-06-17,1,1,2019-06-17,experiment
305567a2-60b3-48bc-8037-1c1782ca7cba,d0f6b509-8004-4ef0-9274-d1607caddec8,2019-06-27,1,1,,control
30864d53-7f96-43da-8291-03451f7d95ab,,2019-06-19,0,0,2019-06-19,experiment
30a67fe6-9bd6-4fec-823d-5e9926461e9b,,2019-06-28,0,0,2019-06-28,experiment
4f6240f2-48d7-429e-8779-254cc493874e,,2019-06-29,0,0,2019-06-29,experiment
31d23807-a85b-47aa-be80-c3599bad0a0f,,2019-06-29,0,0,,control
32c6ae0c-4d36-4cb7-ac4c-e0e8167a4e93,,2019-06-29,1,0,,control
467a2e80-b4e4-4097-afca-f1c0a01a038e,,2019-06-27,0,0,2019-06-27,experiment
472e18b1-cf61-47ab-9fcc-707ec0cfc0e5,,2019-06-19,0,0,,control
4739b69f-c980-4a76-b57f-8446119d04d7,,2019-06-26,0,0,2019-06-26,experiment
